Step,Train Invar Loss,Train SIGReg Loss,Train Grad Norm,Valid Embed Std,Valid KNN MCC,Valid LogReg MCC
0,,,,0.1619866043329239,0.2282009235043952,0.2823019591818405
10,0.2313990503549576,50.7,27.60790824890137,,,
20,0.24457156509161,47.35,24.32226753234863,,,
30,0.2545298233628273,36.375,18.1956844329834,,,
40,0.3106491357088089,26.35,12.75917625427246,,,
50,0.3765503317117691,19.3625,10.40812683105469,,,
60,0.4387646913528442,14.69375,6.237810134887695,,,
70,0.4597603589296341,11.19375,5.238550662994385,,,
80,0.4782478421926498,9.2875,3.690149068832397,,,
90,0.4969018518924713,8.103125,2.862076044082642,,,
100,0.5108528584241867,6.9875,2.761700868606567,,,
110,0.4978642910718918,6.7125,3.637025356292725,,,
120,0.4960739195346832,6.4875,2.285997867584229,,,
130,0.5023514181375504,5.746875,1.893458724021912,,,
140,0.4932889431715012,5.878125,2.132113933563232,,,
150,0.5068206280469895,5.78125,2.368258237838745,,,
160,0.4927899986505508,5.496875,1.749670743942261,,,
170,0.4859788835048676,5.49375,2.461581945419312,,,
180,0.4908954739570618,5.290625,2.136728763580322,,,
190,0.4788434267044067,5.228125,2.148037433624268,,,
200,0.4678744852542877,5.41875,3.0717885494232178,,,
210,0.4871761858463287,4.903125,2.34978461265564,,,
220,0.4720129370689392,5.403125,2.995683431625366,,,
230,0.4578540146350861,5.05,2.2748019695281982,,,
240,0.4558208465576172,4.821875,2.425668716430664,,,
250,0.4626733154058457,4.665625,2.655800819396973,,,
260,0.4477932155132294,4.853125,3.336749792098999,,,
270,0.4158494830131531,4.984375,7.931079864501953,,,
280,0.4159420877695084,4.884375,2.246872186660767,,,
290,0.4118388444185257,4.5453125,4.451433658599854,,,
300,0.3982443600893021,4.66875,5.8309760093688965,,,
310,0.385094752907753,4.353125,2.505687952041626,,,
320,0.3660508662462235,4.571875,4.8042683601379395,,,
330,0.3535496264696121,4.5859375,3.241104602813721,,,
340,0.3299723505973816,4.7484375,8.393854141235352,,,
350,0.3266224294900894,4.675,5.916428565979004,,,
360,0.3161841690540313,4.634375,5.245386600494385,,,
370,0.3277186870574951,4.2515625,3.109969615936279,,,
380,0.3126901358366013,4.3640625,6.386551380157471,,,
390,0.3157630920410156,4.075,3.83287525177002,,,
400,0.3003899723291397,4.265625,4.239231586456299,,,
410,0.3002336770296097,4.234375,6.540311336517334,,,
420,0.3052825063467026,4.00625,2.764057874679565,,,
430,0.2933044791221618,4.2609375,3.604368448257446,,,
440,0.306217896938324,3.928125,8.477834701538086,,,
450,0.2965989530086517,3.984375,4.84559440612793,,,
460,0.2935091942548752,3.7546875,3.049891710281372,,,
470,0.2889035612344742,3.6265625,3.969602584838867,,,
480,0.2851465195417404,3.4515625,2.398685216903687,,,
490,0.2798692554235458,3.646875,10.7031421661377,,,
